,general_genre,book_status,genre,title,author,ratting,total_ratting,kindle_price,audiobook_price,hardcover_price,paperback_price,audioplayer_price,board_book_price,publication_date,file_size,publisher,word_wise,print_length,language,asin,text_to_speach,enhanced_typesetting,x_ray,lending,simultaneous_device_usage,screen_reader,book_content,book_link
206,Nonfiction,,Politics & Social Sciences,Feasting Wild: In Search of the Last Untamed Food,Gina Rae La Cerva,4.5,41,17.59,0.0,18.52,0.0,0,0.0,20200526,645,Greystone Books,Enabled,330,English,B084318MZM,Enabled,Enabled,Enabled,Not Enabled,,,"A New York Times Book Review Summer Reading Selection
“An intense and illuminating travelogue... offer[ing] a corrective to the patriarchal white gaze promoted by globetrotting eaters like Anthony Bourdain and Andrew Zimmern. La Cerva combines environmental history with feminist memoir to craft a narrative that's more in tune with recent works by Robin Wall Kimmerer, Helen Macdonald and Elizabeth Rush.” —The Wall Street Journal
Two centuries ago, nearly half the North American diet was foraged, hunted, or caught in the wild. Today, so-called “wild foods” are becoming expensive luxuries, served to the wealthy in top restaurants. Meanwhile, people who depend on wild foods for survival and sustenance find their lives forever changed as new markets and roads invade the world’s last untamed landscapes.
In Feasting Wild, geographer and anthropologist Gina Rae La Cerva embarks on a global culinary adventure to trace our relationship to wild foods. Throughout her travels, La Cerva reflects on how colonialism and the extinction crisis have impacted wild spaces, and reveals what we sacrifice when we domesticate our foods —including biodiversity, Indigenous and women’s knowledge, a vital connection to nature, and delicious flavors. In the Democratic Republic of the Congo, La Cerva investigates the violent “bush meat” trade, tracking elicit delicacies from the rainforests of the Congo Basin to the dinner tables of Europe. In a Danish cemetery, she forages for wild onions with the esteemed staff of Noma. In Sweden––after saying goodbye to a man known only as The Hunter––La Cerva smuggles freshly-caught game meat home to New York in her suitcase, for a feast of “heartbreak moose.”
Thoughtful, ambitious, and wide-ranging, Feasting Wild challenges us to take a closer look at the way we eat today, and introduces an exciting new voice in food journalism.
“A memorable, genre-defying work that blends anthropology and adventure.”—Elizabeth Kolbert, New York Times-bestselling author of The Sixth Extinction
“A food book with a truly original take.” —Mark Kurlansky, New York Times bestselling author of Salt: A World History",https://www.amazon.com/Feasting-Wild-Search-Last-Untamed/dp/1771645334/ref=sr_1_20?dchild=1&qid=1605123089&s=books&sr=1-20
207,Romance,,Literature & Fiction,Beach Read,Emily Henry,4.4,4702,8.23,0.0,11.29,8.66,0,0.0,20200519,2067,Berkley,Enabled,380,English,B07XNKRV83,Enabled,Enabled,Enabled,Not Enabled,,,"THE INSTANT NEW YORK TIMES BESTSELLER!

""Original, sparkling bright, and layered with feeling...""—Sally Thorne, author of The Hating Game

A romance writer who no longer believes in love and a literary writer stuck in a rut engage in a summer-long challenge that may just upend everything they believe about happily ever afters.

Augustus Everett is an acclaimed author of literary fiction. January Andrews writes bestselling romance. When she pens a happily ever after, he kills off his entire cast.

They're polar opposites.

In fact, the only thing they have in common is that for the next three months, they're living in neighboring beach houses, broke, and bogged down with writer's block.

Until, one hazy evening, one thing leads to another and they strike a deal designed to force them out of their creative ruts: Augustus will spend the summer writing something happy, and January will pen the next Great American Novel. She'll take him on field trips worthy of any rom-com montage, and he'll take her to interview surviving members of a backwoods death cult (obviously). Everyone will finish a book and no one will fall in love. Really.",https://www.amazon.com/Beach-Read-Emily-Henry-ebook/dp/B07XNKRV83/ref=lp_5522565011_1_1?s=books&ie=UTF8&qid=1605123103&sr=1-1
208,Romance,,Literature & Fiction,Party of Two,Jasmine Guillory,4.5,1397,11.99,0.0,19.59,12.78,0,0.0,20200623,1938,Berkley,Enabled,349,English,B081Y3TT9C,Enabled,Enabled,Enabled,Not Enabled,,,"A chance meeting with a handsome stranger turns into a whirlwind affair that gets everyone talking in this New York Times bestseller. 

Dating is the last thing on Olivia Monroe’s mind when she moves to LA to start her own law firm. But when she meets a gorgeous man at a hotel bar and they spend the entire night flirting, she discovers too late that he is none other than hotshot junior senator Max Powell. Olivia has zero interest in dating a politician, but when a cake arrives at her office with the cutest message, she can’t resist—it is chocolate cake, after all. 

Olivia is surprised to find that Max is sweet, funny, and noble—not just some privileged white politician, as she assumed him to be. Because of Max’s high-profile job, they start seeing each other secretly, which leads to clandestine dates and silly disguises. But when they finally go public, the intense media scrutiny means people are now digging up her rocky past and criticizing her job, even her suitability as a trophy girlfriend. Olivia knows what she has with Max is something special, but is it strong enough to survive the heat of the spotlight?",https://www.amazon.com/Party-Two-Jasmine-Guillory-ebook/dp/B081Y3TT9C/ref=lp_5522565011_1_2?s=books&ie=UTF8&qid=1605123103&sr=1-2
209,Romance,,Literature & Fiction,Say Yes to the Duke: The Wildes of Lindow Castle,Eloisa James,4.6,741,6.45,0.0,25.45,16.3,0,0.0,20200519,4023,Avon,Enabled,396,English,B07WZF8JYS,Enabled,Enabled,Enabled,Not Enabled,,Supported,"A shy wallflower meets her dream man--or does she?--in the next book in New York Times bestselling author Eloisa James' Wildes of Lindow series.
Miss Viola Astley is so painfully shy that she’s horrified by the mere idea of dancing with a stranger; her upcoming London debut feels like a nightmare.
So she’s overjoyed to meet handsome, quiet vicar with no interest in polite society — but just when she catches his attention, her reputation is compromised by a duke.
Devin Lucas Augustus Elstan, Duke of Wynter, will stop at nothing to marry Viola, including marrying a woman whom he believes to be in love with another man.
A vicar, no less.
Devin knows he’s no saint, but he’s used to conquest, and he’s determined to win Viola’s heart.
Viola has already said Yes to his proposal, but now he wants her unruly heart…and he won’t accept No for an answer.",https://www.amazon.com/Say-Yes-Duke-Wildes-Lindow-ebook/dp/B07WZF8JYS/ref=lp_5522565011_1_3?s=books&ie=UTF8&qid=1605123103&sr=1-3
210,Romance,,Literature & Fiction,If I Never Met You: A Novel,Mhairi McFarlane,4.3,1926,10.99,0.0,0.0,11.78,0,0.0,20200324,1965,William Morrow Paperbacks,Enabled,429,English,B07TD5CV8S,Enabled,Enabled,Enabled,Not Enabled,,Supported,"Bestselling author Mhairi McFarlane returns with another heartfelt romantic comedy perfect for fans of Josie Silver, Sophie Kinsella, or Sally Thorne.
One of Shondaland's 5 Must-Read Books for March!

If faking love is this easy... how do you know when it’s real?
When her partner of over a decade suddenly ends things, Laurie is left reeling—not only because they work at the same law firm and she has to see him every day. Her once perfect life is in shambles and the thought of dating again in the age of Tinder is nothing short of horrifying. When news of her ex’s pregnant girlfriend hits the office grapevine, taking the humiliation lying down is not an option. Then a chance encounter in a broken-down elevator with the office playboy opens up a new possibility.
Jamie Carter doesn’t believe in love, but he needs a respectable, steady girlfriend to impress their bosses. Laurie wants a hot new man to give the rumor mill something else to talk about. It’s the perfect proposition: a fauxmance played out on social media, with strategically staged photographs and a specific end date in mind. With the plan hatched, Laurie and Jamie begin to flaunt their new couple status, to the astonishment—and jealousy—of their friends and colleagues. But there’s a fine line between pretending to be in love and actually falling for your charming, handsome fake boyfriend...",https://www.amazon.com/If-Never-Met-You-Novel-ebook/dp/B07TD5CV8S/ref=lp_5522565011_1_4?s=books&ie=UTF8&qid=1605123103&sr=1-4
211,Romance,,Romance,"Take a Hint, Dani Brown: A Novel (The Brown Sisters Book 2)",Talia Hibbert,4.7,678,10.99,0.0,0.0,13.68,0,0.0,20200623,3144,Avon,Enabled,398,English,B07Y8DL7CY,Enabled,Enabled,Enabled,Not Enabled,,Supported,"As seen in OprahMag, Bustle, Parade, PopSugar, New York Post, Essence, Travel & Leisure, Ms. Magazine, TheSkimm, Betches, Shondaland, and Buzzfeed! Named one of the Best Books of the Year (so far) by Apple and Amazon.
USA Today bestselling author Talia Hibbert returns with another charming romantic comedy about a young woman who agrees to fake date her friend after a video of him “rescuing” her from their office building goes viral...
Danika Brown knows what she wants: professional success, academic renown, and an occasional roll in the hay to relieve all that career-driven tension. But romance? Been there, done that, burned the T-shirt. Romantic partners, whatever their gender, are a distraction at best and a drain at worst. So Dani asks the universe for the perfect friend-with-benefits—someone who knows the score and knows their way around the bedroom. 
When big, brooding security guard Zafir Ansari rescues Dani from a workplace fire drill gone wrong, it’s an obvious sign: PhD student Dani and former rugby player Zaf are destined to sleep together. But before she can explain that fact to him, a video of the heroic rescue goes viral. Suddenly, half the internet is shipping #DrRugbae—and Zaf is begging Dani to play along. Turns out his sports charity for kids could really use the publicity. Lying to help children? Who on earth would refuse? 
Dani’s plan is simple: fake a relationship in public, seduce Zaf behind the scenes. The trouble is, grumpy Zaf is secretly a hopeless romantic—and he’s determined to corrupt Dani’s stone-cold realism. Before long, he’s tackling her fears into the dirt. But the former sports star has issues of his own, and the walls around his heart are as thick as his... um, thighs. 
The easy lay Dani dreamed of is now more complex than her thesis. Has her wish backfired? Is her focus being tested? Or is the universe just waiting for her to take a hint? 
“Talia Hibbert is a rockstar! Her writing is smart, funny, and sexy..."" - Meg Cabot, #1 New York Times bestselling author of the Little Bridge Island and Princess Diaries series  
One of Oprah Magazine's 21 Romance Novels That Are Set to Be the Best of 2020, Bustle's 25 Most Anticipated Books of June, PARADE Magazine's 30 Beach Reads of 2020, PopSugar's 35 Must-Read 2020 Books Written by Women, New York Post's Best Books of the Week, an Essence #SummerReads - 14 Books by Black Authors, and Buzzfeed's 28 Romance Novels to Read this Summer!",https://www.amazon.com/Take-Hint-Dani-Brown-Sisters-ebook/dp/B07Y8DL7CY/ref=lp_5522565011_1_5?s=books&ie=UTF8&qid=1605123103&sr=1-5
212,Romance,,Thrillers & Suspense,Broken (Deep Ops Book 3),Rebecca Zanetti,4.6,468,5.68,0.0,0.0,0.0,0,0.0,20200526,1716,Zebra Books,Enabled,331,English,B07W8YC31W,Enabled,Enabled,Enabled,Enabled,,,"An Amazon Best of the Year Selection

Dangerous: Former Navy SEAL Clarence Wolfe’s unit was taken out with a land mine. Injured and devastated, he hasn’t been quite right since. Worse, the tragedy was no accident. All Wolfe wants now is to take down the man responsible. In the meantime, he’s good with being the muscle for the Deep Ops team—and leading a steamy no-strings-attached personal life. Until one intriguing woman changes everything . . .
 
Determined:  Reporter Dana Mulberry is on a mission to avenge the death of a fellow journalist. She’s finally hot on a trail—right to a sex club—where she runs into . . . Wolfe? It seems both their leads have led to the same spot. To keep from blowing their covers, they’ll have to at least pretend to have a little fun. Trouble is, they genuinely like each other. And that’s way too risky for Wolfe, especially when, to his surprise, Dana agrees . . .
 
Complicated:  Drawn to each other in ways they can’t understand, Wolfe and Dana keep it professional—until they’re shot at one night. And when their adventures land them both at the heart of corruption in D.C.—and at odds in their missions—they’ll have to dig deeper than ever to succeed in their quests—and with each other . . .
 
Praise for Hidden
 
“Sexy, sizzling, packed with action and danger—a real page turner.”
—New York Times bestselling author Kat Martin
 
 “Explodes with action, spice and humor.”
—Publishers Weekly
 
“Fans of J. D. Robb and Karen Robards will love Zanetti's series
start.”
—Booklist",https://www.amazon.com/Broken-Deep-Ops-Book-3-ebook/dp/B07W8YC31W/ref=lp_5522565011_1_6?s=books&ie=UTF8&qid=1605123103&sr=1-6
213,Romance,,Romance,A Heart of Blood and Ashes (A Gathering of Dragons Book 1),Milla Vane,4.5,215,5.68,0.0,0.0,0.0,0,0.0,20200204,1944,Berkley,Enabled,555,English,B07SBR7QZ1,Enabled,Enabled,Enabled,Not Enabled,,,"A generation past, the western realms were embroiled in endless war. Then the Destroyer came. From the blood and ashes he left behind, a tenuous alliance rose between the barbarian riders of Parsathe and the walled kingdoms of the south. That alliance is all that stands against the return of an ancient evil—until the barbarian king and queen are slain in an act of bloody betrayal.
 
Though forbidden by the alliance council to kill the corrupt king responsible for his parents’ murders, Maddek vows to avenge them, even if it costs him the Parsathean crown. But when he learns it was the king’s daughter who lured his parents to their deaths, the barbarian warrior is determined to make her pay.
 
Yet the woman Maddek captures is not what he expected. Though the last in a line of legendary warrior-queens, Yvenne is small and weak, and the sharpest weapons she wields are her mind and her tongue. Even more surprising is the marriage she proposes to unite them in their goals and to claim their thrones—because her desire for vengeance against her father burns even hotter than his own…",https://www.amazon.com/Heart-Blood-Ashes-Gathering-Dragons-ebook/dp/B07SBR7QZ1/ref=lp_5522565011_1_7?s=books&ie=UTF8&qid=1605123103&sr=1-7
214,Romance,,Romance,Badger to the Bone (The Honey Badger Chronicles Book 3),Shelly Laurenston,4.7,997,7.69,0.0,0.0,9.69,0,0.0,20200331,1159,Kensington Books,Enabled,403,English,B07R8WYCRB,Enabled,Enabled,Enabled,Enabled,,,"An Amazon Best of the Year Selection

“When it comes to combining offbeat humor and mayhem, it is tough to beat Laurenston.”
—RT Book Reviews
 
She’s the woman he’s been hired to kidnap. But ZeZé Vargas has other ideas . . . like getting them both out of this nightmare alive. Just one problem. She’s crazy. Certifiably. Because while he’s plotting their escape, the petite Asian beauty is plotting something much more deadly . . .
 
Max “Kill It Again” MacKilligan has no idea what one of her own is doing with all these criminal humans until she realizes that Zé has no idea who or what he is. Or exactly how much power he truly has.
 
But Max is more than happy to bring this handsome jaguar shifter into her world and show him everything he’s been missing out on. A move that might be the dumbest thing she’s ever done once she realizes how far her enemies will go to wipe her out. Too bad for them Zé is willing to do whatever it takes to keep her alive . . . and honey badgers are just so damn hard to kill!  
 ",https://www.amazon.com/Badger-Bone-Honey-Chronicles-Book-ebook/dp/B07R8WYCRB/ref=lp_5522565011_1_8?s=books&ie=UTF8&qid=1605123103&sr=1-8
215,Romance,,Romance,Defending Zara (Mountain Mercenaries Book 6),Susan Stoker,4.8,748,4.99,0.0,0.0,9.99,0,0.0,20200303,3361,Montlake Romance,Enabled,315,English,B07VHG2NBV,Enabled,Enabled,Enabled,Not Enabled,,Supported,"An Amazon Charts and Wall Street Journal bestseller.
For a Mountain Mercenary and a desperate woman, love becomes a dangerous refuge in New York Times bestselling author Susan Stoker’s novel of heart-gripping suspense.
Mountain Mercenary Hunter “Meat” Snow has a mission: eliminate the human traffickers scouring the barrios of Lima for vulnerable prey. But it’s Meat who’s taken down. Separated from his team and beaten within an inch of his life, he’s left for dead. When he wakes, it’s to the intimate care of a beautiful stranger who knows all about survival.
Zara Layne was a child when a brutal murder left her orphaned and abandoned in Peru. Ever since, she’s fended for herself on the streets, outrunning its predators. Trusting men is not in Zara’s blood…until it warms to the exhilarating touch of the wounded hero who promises deliverance. As each other’s rescuers, they return to Colorado for a new normal.
But when Meat disappears, Zara discovers how ruthless the past can be. With the help of the loyal Mercenaries, she’s drawing on her own skills of endurance to find him. And for Zara, there’s no danger great enough to come between her and the man she loves.",https://www.amazon.com/Defending-Zara-Mountain-Mercenaries-Book-ebook/dp/B07VHG2NBV/ref=lp_5522565011_1_9?s=books&ie=UTF8&qid=1605123103&sr=1-9
216,Romance,,Literature & Fiction,Conventionally Yours (True Colors Book 1),Annabeth Albert,4.4,223,2.99,0.0,0.0,12.99,0,0.0,20200602,8900,Sourcebooks Casablanca; Illustrated edition,Enabled,342,English,B0821NF8C4,Enabled,Enabled,Enabled,Not Enabled,,Supported,"A True Colors LGBT Romance for fans of Red, White & Royal Blue and Geekerella set in the world of gaming, conventions, and fandom.
When two ""big name fans"" go head-to-head at a convention, love isn't the only thing at stake.
Charming, charismatic, and effortlessly popular, Conrad Stewart seems to have it all...but in reality, he's scrambling to keep his life from tumbling out of control.
Brilliant, guarded, and endlessly driven, Alden Roth may as well be the poster boy for perfection...but even he can't help but feel a little broken inside.
When these mortal enemies are stuck together on a cross-country road trip to the biggest fan convention of their lives, their infamous rivalry takes a backseat as an unexpected connection is forged. Yet each has a reason why they have to win the upcoming Odyssey gaming tournament and neither is willing to let emotion get in the way—even if it means giving up their one chance at something truly magical.",https://www.amazon.com/Conventionally-Yours-True-Colors-Book-ebook/dp/B0821NF8C4/ref=lp_5522565011_1_10?s=books&ie=UTF8&qid=1605123103&sr=1-10
217,Romance,,Literature & Fiction,You Deserve Each Other,Sarah Hogle,4.4,561,11.99,0.0,0.0,13.87,0,0.0,20200407,1042,G.P. Putnam's Sons,Enabled,367,English,B07V791JBB,Enabled,Enabled,Enabled,Not Enabled,,,"When your nemesis also happens to be your fiancé, happily ever after becomes a lot more complicated in this wickedly funny, lovers-to-enemies-to-lovers romantic comedy debut.

Naomi Westfield has the perfect fiancé: Nicholas Rose holds doors open for her, remembers her restaurant orders, and comes from the kind of upstanding society family any bride would love to be a part of. They never fight. They’re preparing for their lavish wedding that's three months away. And she is miserably and utterly sick of him.

Naomi wants out, but there's a catch: whoever ends the engagement will have to foot the nonrefundable wedding bill. When Naomi discovers that Nicholas, too, has been feigning contentment, the two of them go head-to-head in a battle of pranks, sabotage, and all-out emotional warfare.

But with the countdown looming to the wedding that may or may not come to pass, Naomi finds her resolve slipping. Because now that they have nothing to lose, they're finally being themselves—and having fun with the last person they expect: each other.",https://www.amazon.com/Deserve-Each-Other-Sarah-Hogle-ebook/dp/B07V791JBB/ref=lp_5522565011_1_11?s=books&ie=UTF8&qid=1605123103&sr=1-11
218,Romance,,Literature & Fiction,Something to Talk About,Meryl Wilsner,4.3,268,9.99,0.0,0.0,13.59,0,0.0,20200526,1936,Berkley,Enabled,333,English,B07YRSHX5K,Enabled,Enabled,Enabled,Not Enabled,,,"A showrunner and her assistant give the world something to talk about when they accidentally fuel a ridiculous rumor in this debut romance.

Hollywood powerhouse Jo is photographed making her assistant Emma laugh on the red carpet, and just like that, the tabloids declare them a couple. The so-called scandal couldn't come at a worse time—threatening Emma's promotion and Jo's new movie.

As the gossip spreads, it starts to affect all areas of their lives. Paparazzi are following them outside the office, coworkers are treating them differently, and a “source” is feeding information to the media. But their only comment is “no comment”.

With the launch of Jo’s film project fast approaching, the two women begin to spend even more time together, getting along famously. Emma seems to have a sixth sense for knowing what Jo needs. And Jo, known for being aloof and outwardly cold, opens up to Emma in a way neither of them expects. They begin to realize the rumor might not be so off base after all…but is acting on the spark between them worth fanning the gossip flames?",https://www.amazon.com/Something-Talk-About-Meryl-Wilsner-ebook/dp/B07YRSHX5K/ref=lp_5522565011_1_12?s=books&ie=UTF8&qid=1605123103&sr=1-12
219,Romance,,Romance,Scot Under the Covers: The Wild Wicked Highlanders,Suzanne Enoch,4.6,256,5.68,0.0,0.0,0.0,0,0.0,20200128,3148,St. Martin's Paperbacks,Enabled,352,English,B07SCRT665,Enabled,Enabled,Enabled,Not Enabled,,Supported,"The second in the seductive new Scottish historical romance Wild Wicked Highlanders series from New York Times bestselling author Suzanne Enoch!

In Scot Under the Covers, a resourceful English lady and a hot-blooded Highlander join forces to trick a scoundrel, and every rule will be broken!

Miranda Harris is known for her charm, wit, and ability to solve any problem she encounters. But when her brother lands neck-deep in gambling debt to a crafty villain and Miranda is subsequently blackmailed into marrying him, she must enlist the help of the devil himself to save the family honor—and herself.

“It’s time to fall in love with Suzanne Enoch.” — Lisa Kleypas

Devilishly handsome Highlander Aden MacTaggert knows next to nothing about the ways of the ton, but he most certainly knows his way around gaming halls and womens’ hearts. Still, Aden is not sure how he’ll manage to find a Sassenach bride in time to save his family’s inheritance. When his almost sister-in-law Miranda comes to him for assistance, he proposes a partnership: She will help him navigate London society and he’ll teach her everything about wagering…and winning back her freedom. The beautiful, clever lass intrigues Aden—but is she playing her own game, or are the sparks between them real? He is accustomed to risking his pocket. But betting on Miranda’s love is a game he can’t afford to lose. . .",https://www.amazon.com/Scot-Under-Covers-Wicked-Highlanders-ebook/dp/B07SCRT665/ref=sr_1_17?dchild=1&qid=1605123103&s=books&sr=1-17
220,Romance,,Romance,Love Hard (Hard Play Book 3),Nalini Singh,4.7,309,5.99,0.0,0.0,13.79,0,0.0,20200310,1002,TKA Distribution,Enabled,342,English,B083STVJTZ,Enabled,Enabled,Enabled,Enabled,,Supported,"New York Times bestselling author Nalini Singh brings you the next sizzling story in her Hard Play contemporary romance series…


Jacob Esera, star rugby player and young single father, has worked hard to create a joyous life for his six-year-old daughter. After the death of his childhood sweetheart soon after their daughter’s birth, all Jake wants is safety and stability. No risks. No wild chances. And especially no Juliet Nelisi, former classmate, scandal magnet, and a woman who is a thorn in his side.


As a lonely teenager, Juliet embraced her bad-girl reputation as a shield against loneliness and rejection. Years later, having kicked a cheating sports-star ex to the curb, she has a prestigious job and loyal friends—and wants nothing to do with sportsmen. The last thing she expects is the fire that ignites between her and the stuffed-shirt golden boy who once loved her best friend.


Straitlaced Jacob Esera versus wild-at-heart Juliet Nelisi? Place your bets.",https://www.amazon.com/Love-Hard-Play-Book-ebook/dp/B083STVJTZ/ref=sr_1_18?dchild=1&qid=1605123103&s=books&sr=1-18
221,Romance,,Literature & Fiction,"The Rakess: Society of Sirens, Volume 1",Scarlett Peckham,4.2,89,5.99,0.0,0.0,0.0,0,0.0,20200428,1304,Avon,Enabled,403,English,B07VQ84RY8,Enabled,Enabled,Enabled,Not Enabled,,Supported,"Meet the SOCIETY OF SIRENS—three radical, libertine ladies determined to weaponize their scandalous reputations to fight for justice and the love they deserve…

She’s a Rakess on a quest for women’s rights…
Seraphina Arden’s passions include equality, amorous affairs, and wild, wine-soaked nights. To raise funds for her cause, she’s set to publish explosive memoirs exposing the powerful man who ruined her. Her ideals are her purpose, her friends are her family, and her paramours are forbidden to linger in the morning.
He’s not looking for a summer lover…
Adam Anderson is a wholesome, handsome, widowed Scottish architect, with two young children, a business to protect, and an aversion to scandal. He could never, ever afford to fall for Seraphina. But her indecent proposal—one month, no strings, no future—proves too tempting for a man who strains to keep his passions buried with the losses of his past.
But one night changes everything...
What began as a fling soon forces them to confront painful secrets—and yearnings they thought they’d never have again. But when Seraphina discovers Adam’s future depends on the man she’s about to destroy, she must decide what to protect… her desire for justice, or her heart.",https://www.amazon.com/Rakess-Society-Sirens-1-ebook/dp/B07VQ84RY8/ref=sr_1_19?dchild=1&qid=1605123103&s=books&sr=1-19
222,Romance,,Literature & Fiction,Under a Firefly Moon (Firefly Lake Book 1),Donna Kauffman,4.7,103,6.99,0.0,0.0,26.99,0,0.0,20200128,2965,Zebra Books,Enabled,322,English,B07R5KCH9J,Enabled,Enabled,Enabled,Enabled,,Supported,"An Amazon Best of the Year Selection

Blue Hollow Falls may be a small Blue Ridge Mountain town, but it’s big on love—and second chances . . .
 
When former barrel racer Cheyenne McCafferty left the circuit, she left her past behind too. Now, as part owner of Lavender Blue farm, she’s content rescuing and rehabbing horses, and growing a new business. She’s only got one regret: letting go of Wyatt Reed. When he professed his love, she was too young and foolish to know her heart. After that he disappeared. But when his beloved horse turns up on the auction block, Chey makes a bid and wins more than she bargained for . . .
 
Chey believed she was ready to face Wyatt again, to explain herself. But seeing the man he’s become, she’s unsure. Gone is the quiet, gentle boy she knew. In his place is a rugged, confident adventurer who’s seen the world. Yet the longer Wyatt sticks around, the clearer it is that the feelings of their youth aren’t so easily dismissed now that they’re adults. In fact, the timing may be just right to make the dreams they’ve shared under a firefly moon come true . . .
 
Praise for Donna Kauffman
 
“Readers will appreciate the wonderful sense of place, the well-rounded secondary characters and the deep emotion.”
—Bookpage, TOP PICK
 
 “We all know where there's Donna Kauffman, there's a rollicking, sexy read chock‑full of charm and sparkle.”
—USAToday.com
 
“Charming characters, emotion galore, a small town—you’re going to love Donna Kauffman!”
—Lori Foster",https://www.amazon.com/Under-Firefly-Moon-Lake-Book-ebook/dp/B07R5KCH9J/ref=sr_1_20?dchild=1&qid=1605123103&s=books&sr=1-20
223,Science,Best Seller,Science & Math,Breath: The New Science of a Lost Art,James Nestor,4.7,4100,14.99,0.0,17.57,19.47,0,0.0,20200526,1022,Riverhead Books,Enabled,301,English,B0818ZZNLR,Enabled,Enabled,Enabled,Not Enabled,,,"AN INSTANT NEW YORK TIMES BESTSELLER

No matter what you eat, how much you exercise, how skinny or young or wise you are, none of it matters if you’re not breathing properly.

There is nothing more essential to our health and well-being than breathing: take air in, let it out, repeat twenty-five thousand times a day. Yet, as a species, humans have lost the ability to breathe correctly, with grave consequences.

Journalist James Nestor travels the world to figure out what went wrong and how to fix it. The answers aren’t found in pulmonology labs, as we might expect, but in the muddy digs of ancient burial sites, secret Soviet facilities, New Jersey choir schools, and the smoggy streets of São Paulo. Nestor tracks down men and women exploring the hidden science behind ancient breathing practices like Pranayama, Sudarshan Kriya, and Tummo and teams up with pulmonary tinkerers to scientifically test long-held beliefs about how we breathe.

Modern research is showing us that making even slight adjustments to the way we inhale and exhale can jump-start athletic performance; rejuvenate internal organs; halt snoring, asthma, and autoimmune disease; and even straighten scoliotic spines. None of this should be possible, and yet it is.

Drawing on thousands of years of medical texts and recent cutting-edge studies in pulmonology, psychology, biochemistry, and human physiology, Breath turns the conventional wisdom of what we thought we knew about our most basic biological function on its head. You will never breathe the same again.",https://www.amazon.com/Breath-New-Science-Lost-Art-ebook/dp/B0818ZZNLR/ref=lp_5522562011_1_1?s=books&ie=UTF8&qid=1605123116&sr=1-1
224,Science,Best Seller,Biographies & Memoirs,Hidden Valley Road: Inside the Mind of an American Family,Robert Kolker,4.6,3868,14.99,0.0,16.19,18.4,0,0.0,20200407,16505,Doubleday,Enabled,370,English,B07TZYFR71,Enabled,Enabled,Enabled,Not Enabled,,,"OPRAH’S BOOK CLUB PICK
#1 NEW YORK TIMES BESTSELLER

The heartrending story of a midcentury American family with twelve children, six of them diagnosed with schizophrenia, that became science's great hope in the quest to understand the disease.

Don and Mimi Galvin seemed to be living the American dream. After World War II, Don's work with the Air Force brought them to Colorado, where their twelve children perfectly spanned the baby boom: the oldest born in 1945, the youngest in 1965. In those years, there was an established script for a family like the Galvins--aspiration, hard work, upward mobility, domestic harmony--and they worked hard to play their parts. But behind the scenes was a different story: psychological breakdown, sudden shocking violence, hidden abuse. By the mid-1970s, six of the ten Galvin boys, one after another, were diagnosed as schizophrenic. How could all this happen to one family?
     What took place inside the house on Hidden Valley Road was so extraordinary that the Galvins became one of the first families to be studied by the National Institute of Mental Health. Their story offers a shadow history of the science of schizophrenia, from the era of institutionalization, lobotomy, and the schizophrenogenic mother to the search for genetic markers for the disease, always amid profound disagreements about the nature of the illness itself. And unbeknownst to the Galvins, samples of their DNA informed decades of genetic research that continues today, offering paths to treatment, prediction, and even eradication of the disease for future generations.
     With clarity and compassion, bestselling and award-winning author Robert Kolker uncovers one family's unforgettable legacy of suffering, love, and hope.",https://www.amazon.com/Hidden-Valley-Road-Inside-American-ebook/dp/B07TZYFR71/ref=lp_5522562011_1_2?s=books&ie=UTF8&qid=1605123116&sr=1-2
